year,marathon,country,finishers,meantime
2012,Blackpool Marathon,New Zealand,401,238.96034
2001,Blue Angel Marathon,US,672,259.05267
2004,Blue Angel Marathon,US,560,251.63599
2002,Blue Angel Marathon,US,554,252.69179
2003,Blue Angel Marathon,US,553,256.93283
2004,Blue Nose International Marathon,Canada,501,248.01437
2013,Blue Nose International Marathon,Canada,317,253.68633
2007,Blue Nose International Marathon,Canada,303,258.88794
2006,Blue Nose International Marathon,Canada,300,255.11217
2011,Blue Nose International Marathon,Canada,294,255.35176
2005,Blue Nose International Marathon,Canada,292,259.95724
2009,Blue Nose International Marathon,Canada,280,252.87096
2010,Blue Nose International Marathon,Canada,280,260.82993
2012,Blue Nose International Marathon,Canada,267,267.80386
2008,Blue Nose International Marathon,Canada,250,256.44827
2013,Blue Ridge Marathon,US,424,285.43884
2012,Blue Ridge Marathon,US,292,289.05869
2010,Blue Ridge Marathon on the Parkway,US,324,273.65421
2011,Blue Ridge Marathon on the Parkway,US,226,277.4834
2013,Blue Sky Marathon,US,161,313.59607
2012,Blue Sky Marathon,US,121,316.06998
2011,Blue Sky Marathon,US,88,332.53503
2010,Blue Sky Marathon,US,73,316.32285
2009,Blue Sky Marathon,US,50,315.78467
2008,Blue Sky Marathon,US,46,303.44638
2006,Blue Springs Trail Marathon,US,50,294.85934
2005,Blue Springs Trail Marathon,US,46,296.03806
2004,Blue Springs Trail Marathon,US,35,268.7662
2002,Blue Springs Trail Marathon,US,19,278.3465
2012,Blue Springs Trail Marathon,US,17,293.17746
2012,Bob Potts Heritage Rail Trail Marathon,US,426,259.56033
2011,Bob Potts Heritage Rail Trail Marathon,US,406,260.42636
2013,Bob Potts Heritage Rail Trail Marathon,US,404,245.50021
2009,Bob Potts Heritage Rail Trail Marathon,US,367,261.60486
2010,Bob Potts Heritage Rail Trail Marathon,US,333,255.20465
2010,Bobcat Trail Marathon,US,158,305.34949
2009,Bobcat Trail Marathon,US,128,344.73697
2013,Bobcat Trail Marathon,US,111,336.32312
2011,Bobcat Trail Marathon,US,102,330.44101
2012,Bobcat Trail Marathon,US,101,352.48828
2006,Bonn Marathon,Germany,2422,235.90175
2005,Bonn Marathon,Germany,2305,236.58133
2007,Bonn Marathon,Germany,2044,236.86034
2008,Bonn Marathon,Germany,1765,236.84467
2009,Bonn Marathon,Germany,1359,239.2209
2011,Bonn Marathon,Germany,1176,235.89795
2012,Bonn Marathon,Germany,1127,236.68761
2010,Bonn Marathon,Germany,1060,247.90582
2013,Bonn Marathon,Germany,914,239.93552
2010,Boogie Marathon,US,71,335.62653
2009,Boogie Marathon,US,65,325.62973
2007,Boogie Marathon,US,64,316.57083
2011,Boogie Marathon,US,58,317.70203
2013,Boogie Marathon,US,58,313.56866
2006,Boogie Marathon,US,55,317.27029
2012,Boogie Marathon,US,55,316.43182
2008,Boogie Marathon,US,46,308.26233
2005,Boogie Marathon,US,43,300.81433
2004,Boogie Marathon,US,17,312.96469
2010,Boone Winter Marathon,US,6,284.92221
2011,Boston Marathon,US,23879,229.90282
2009,Boston Marathon,US,22849,229.56902
2010,Boston Marathon,US,22540,229.71992
2008,Boston Marathon,US,21963,231.6795
2012,Boston Marathon,US,21554,239.60515
2007,Boston Marathon,US,20338,234.5235
2006,Boston Marathon,US,19682,230.10767
2013,Boston Marathon,US,17580,209.87971
2005,Boston Marathon,US,17528,237.64156
2003,Boston Marathon,US,17030,235.33479
2004,Boston Marathon,US,16734,253.07396
2000,Boston Marathon,US,15680,221.65602
2002,Boston Marathon,US,14400,223.02809
2001,Boston Marathon,US,13393,226.70624
2005,Boulder Backroads Marathon,US,697,270.57913
2003,Boulder Backroads Marathon,US,642,281.98898
2001,Boulder Backroads Marathon,US,636,269.12689
2002,Boulder Backroads Marathon,US,562,276.48529
2004,Boulder Backroads Marathon,US,506,270.1806
2006,Boulder Backroads Marathon,US,505,269.28662
2012,Boulder Backroads Marathon,US,466,277.48517
2009,Boulder Backroads Marathon,US,449,295.58035
2008,Boulder Backroads Marathon,US,402,267.90619
2007,Boulder Backroads Marathon,US,381,272.12543
2011,Boulder Backroads Marathon,US,250,269.51834
2010,Boulder Backroads Marathon,US,242,268.44504
2013,Bowling Green Marathon,US,114,262.68262
2012,Bowling Green Marathon,US,66,266.73764
2013,Bozeman Marathon,US,155,265.70096
2012,Bozeman Marathon,US,131,267.34961
2011,Brazos Bend 'KEEP On TRUCKIN' Trail Races,US,26,267.16986
2012,Brazos Bend 'KEEP On TRUCKIN' Trail Races,US,23,300.25723
2013,Brazos Bend 'KEEP On TRUCKIN' Trail Races,US,13,267.27307
2010,Breakers Marathon,US,1011,257.70532
2012,Breakers Marathon,US,1002,270.89835
2013,Breakers Marathon,US,885,269.82193
2011,Breakers Marathon,US,822,268.45862
2008,Breakers Marathon,US,623,259.41693
2007,Breakers Marathon,US,540,263.31168
2009,Breakers Marathon,US,514,267.49033
2006,Breakers Marathon,US,327,273.97415
2005,Breakers Marathon,US,233,272.46066
2003,Breckenridge Crest Mountain Marathon,US,180,342.63
2005,Breckenridge Crest Mountain Marathon,US,138,331.34564
2002,Breckenridge Crest Mountain Marathon,US,120,321.99707
2004,Breckenridge Crest Mountain Marathon,US,79,331.76035
2013,Brian Mickelsen Memorial Marathon,US,61,286.50546
2012,Brian Mickelsen Memorial Marathon,US,41,263.0069
2011,Brighton Marathon,England,7800,276.25931
2010,Bronx Marathon,US,29,276.7753
2013,Brookings Marathon,US,390,258.71616
2012,Brookings Marathon,US,228,251.21425
2010,Brookings Marathon,US,203,260.48343
2011,Brookings Marathon,US,188,260.28998
2009,Brookings Marathon,US,165,252.30383
2007,Brookings Marathon,US,161,261.07724
2008,Brookings Marathon,US,160,262.43655
2006,Brookings Marathon,US,134,249.67326
2004,Brookings Marathon,US,104,249.52356
2005,Brookings Marathon,US,83,253.18474
2013,Brooklyn Marathon,US,398,257.36185
2011,Brooklyn Marathon,US,262,249.00662
2010,Brussels Marathon,Belgium,2005,231.02486
2013,Brussels Marathon,Belgium,1794,237.21994
2012,Brussels Marathon,Belgium,1725,232.96756
2009,Brussels Marathon,Belgium,1572,230.90459
2011,Brussels Marathon,Belgium,1552,238.34985
2012,Bryan/College Station Marathon,US,1218,285.15057
2013,Bryan/College Station Marathon,US,931,270.25589
2011,Bryan/College Station Marathon,US,407,272.72134
2010,Buckeye Marathon,US,18,379.5
2012,Bucks County Marathon,US,435,254.95027
2013,Bucks County Marathon,US,305,262.24957
2011,Bucks County Marathon,US,295,265.24182
2013,Budapest Marathon,Hungary,3796,249.85136
2012,Budapest Marathon,Hungary,3584,249.23099
2011,Budapest Marathon,Hungary,2984,255.98743
2005,Budapest Marathon,Hungary,2792,240.48969
2008,Budapest Marathon,Hungary,2598,242.26205
2007,Budapest Marathon,Hungary,2577,250.25591
2010,Budapest Marathon,Hungary,2458,242.05865
2000,Budapest Marathon,Hungary,2444,244.11905
2009,Budapest Marathon,Hungary,2388,247.54094
2004,Budapest Marathon,Hungary,2273,248.33733
2003,Budapest Marathon,Hungary,2233,248.22379
2002,Budapest Marathon,Hungary,2097,241.02554
2001,Budapest Marathon,Hungary,2089,231.2399
1999,Budapest Marathon,Hungary,1838,248.87997
2006,Budapest Marathon,Hungary,1619,249.84981
1998,Budapest Marathon,Hungary,1407,227.65582
1987,Budapest Marathon,Hungary,1230,233.55412
1988,Budapest Marathon,Hungary,1097,220.91747
1997,Budapest Marathon,Hungary,1068,233.08734
1990,Budapest Marathon,Hungary,1000,234.38992
1991,Budapest Marathon,Hungary,996,232.33997
1993,Budapest Marathon,Hungary,958,242.83702
1986,Budapest Marathon,Hungary,889,218.12332
1992,Budapest Marathon,Hungary,879,223.5929
1985,Budapest Marathon,Hungary,739,216.25409
1996,Budapest Marathon,Hungary,738,231.62895
1989,Budapest Marathon,Hungary,676,226.95274
1984,Budapest Marathon,Hungary,650,221.92102
2013,Buffalo Marathon,US,1233,251.28677
2012,Buffalo Marathon,US,1050,253.82474
2010,Buffalo Marathon,US,909,262.20285
2011,Buffalo Marathon,US,873,270.18002
2009,Buffalo Marathon,US,752,254.44518
2004,Buffalo Marathon,US,727,247.3302
2008,Buffalo Marathon,US,709,247.68443
2007,Buffalo Marathon,US,637,251.2973
2006,Buffalo Marathon,US,614,256.14551
2005,Buffalo Marathon,US,547,248.66919
2002,Buffalo Marathon,US,532,244.5244
2003,Buffalo Marathon,US,519,244.42162
2001,Buffalo Marathon,US,403,251.80641
2002,Buller Marathon,New Zealand,164,236.07246
2005,Buller Marathon,New Zealand,115,230.43376
2004,Buller Marathon,New Zealand,113,219.02478
2003,Buller Marathon,New Zealand,110,225.93681
2013,Bunbury Marathon,England,113,242.09012
2011,Bunbury Marathon,England,94,222.59663
2006,Bunbury Marathon,England,89,230.14607
2012,Bunbury Marathon,England,87,229.4929
2007,Bunbury Marathon,England,50,239.104
2009,Bunbury Marathon,England,49,229.6517
2010,Bunbury Marathon,England,42,223.95198
2008,Bunbury Marathon,England,38,235.02588
2009,Bungay Black Dog Marathon,England,249,237.27115
2011,Bungay Black Dog Marathon,England,217,234.04732
2010,Bungay Black Dog Marathon,England,209,237.5461
2008,Bungay Black Dog Marathon,England,197,236.77504
2012,Bungay Black Dog Marathon,England,185,233.16919
2007,Bungay Black Dog Marathon,England,180,243.67204
2013,Bungay Black Dog Marathon,England,160,256.4126
2006,Bungay Black Dog Marathon,England,156,240.75844
2003,Burlington Marathon,Canada,464,251.73384
2002,Burlington Marathon,Canada,393,247.91891
2001,Burlington Marathon,Canada,289,241.6703
2004,Burney Classic Marathon,US,32,267.11926
2001,Burney Classic Marathon,US,25,263.91599
2003,Burney Classic Marathon,US,24,284.93195
2013,Cal-Neva Marathon,US,122,311.78525
2012,Cal-Neva Marathon,US,111,306.3898
2009,Calgary Marathon,Canada,1019,255.57742
2013,Calgary Marathon,Canada,988,256.19235
2005,Calgary Marathon,Canada,859,254.1734
2010,Calgary Marathon,Canada,842,255.51357
2006,Calgary Marathon,Canada,828,267.3652
2004,Calgary Marathon,Canada,750,247.08473
2007,Calgary Marathon,Canada,750,259.00214
2003,Calgary Marathon,Canada,749,246.71722
2011,Calgary Marathon,Canada,738,256.08112
2008,Calgary Marathon,Canada,679,256.07791
2002,Calgary Marathon,Canada,652,251.62416
2013,California International Marathon,US,6206,256.46948
2012,California International Marathon,US,6184,264.16238
2010,California International Marathon,US,5876,257.55661
2009,California International Marathon,US,5842,246.93376
2011,California International Marathon,US,5755,253.65724
2008,California International Marathon,US,5187,245.20364
2007,California International Marathon,US,4738,249.22856
2006,California International Marathon,US,3820,247.36606
1995,California International Marathon,US,3169,225.48842
2004,California International Marathon,US,2951,249.02409
2003,California International Marathon,US,2943,252.48346
2001,California International Marathon,US,2784,260.19299
2005,California International Marathon,US,2748,251.93288
1999,California International Marathon,US,2732,242.81509
2000,California International Marathon,US,2722,248.93246
1996,California International Marathon,US,2627,239.63153
1997,California International Marathon,US,2488,244.18738
2002,California International Marathon,US,2120,232.67598
1998,California International Marathon,US,1994,246.99185
1994,California International Marathon,US,1868,228.73111
1993,California International Marathon,US,1694,230.29109
1990,California International Marathon,US,1621,218.98819
1991,California International Marathon,US,1608,217.50238
1986,California International Marathon,US,1584,217.81123
1992,California International Marathon,US,1482,227.60661
1987,California International Marathon,US,1403,221.83379
1983,California International Marathon,US,1389,214.37538
1988,California International Marathon,US,1355,216.47792
1989,California International Marathon,US,1347,217.90739
1984,California International Marathon,US,1217,213.89688
1985,California International Marathon,US,1064,210.56729
2010,California Wine Country Marathon,US,223,280.54529
2011,California Wine Country Marathon,US,212,264.23499
2012,California Wine Country Marathon,US,201,262.65341
2011,Callaway Gardens Marathon,US,128,274.79688
2010,Callaway Gardens Marathon,US,126,278.1619
2008,Callaway Gardens Marathon,US,112,260.95358
2012,Callaway Gardens Marathon,US,111,254.21606
2009,Callaway Gardens Marathon,US,104,272.41122
2013,Callaway Gardens Marathon,US,102,291.43872
2004,Callaway Gardens Marathon,US,90,254.58501
2007,Callaway Gardens Marathon,US,81,250.33231
2002,Callaway Gardens Marathon,US,69,254.68454
2001,Callaway Gardens Marathon,US,63,251.6635
2003,Callaway Gardens Marathon,US,55,260.73636
2006,Callaway Gardens Marathon,US,53,262.38428
2005,Callaway Gardens Marathon,US,44,277.59698
2010,Camarillo Marathon,US,235,264.50815
2012,Camarillo Marathon,US,96,283.9736
2013,Camarillo Marathon,US,90,260.12259
2001,Camp Lejeune Marathon,US,178,261.55301
2002,Camp Lejeune Marathon,US,131,256.91998
2004,Camp Lejeune Marathon,US,112,262.26221
2012,Canton Marathon,US,898,273.00494
2005,Canton-St. Lawrence University Marathon,US,38,251.06931
2006,Canton-St. Lawrence University Marathon,US,38,260.79385
2004,Canton-St. Lawrence University Marathon,US,31,289.68011
2011,Cape Breton Fiddlers Run Marathon,Canada,46,226.99638
2012,Cape Breton Fiddlers Run Marathon,Canada,37,245.87927
2010,Cape Breton Fiddlers Run Marathon,Canada,30,237.37889
2013,Cape Breton Fiddlers Run Marathon,Canada,19,272.46228
2012,Cape Cod Marathon,US,1036,255.13348
2007,Cape Cod Marathon,US,1006,250.53334
2005,Cape Cod Marathon,US,980,249.02774
2006,Cape Cod Marathon,US,971,251.03436
2004,Cape Cod Marathon,US,919,252.27184
2008,Cape Cod Marathon,US,882,260.60599
2011,Cape Cod Marathon,US,881,255.98698
2001,Cape Cod Marathon,US,864,250.78979
2013,Cape Cod Marathon,US,855,259.50464
1999,Cape Cod Marathon,US,831,246.66479
2010,Cape Cod Marathon,US,829,257.15805
2000,Cape Cod Marathon,US,795,247.20152
2009,Cape Cod Marathon,US,787,257.38712
2002,Cape Cod Marathon,US,779,245.00117
2003,Cape Cod Marathon,US,687,250.70638
1998,Cape Cod Marathon,US,673,241.22794
2000,Cape Cod Times Marathon,US,139,216.93861
2012,Cape Town Marathon,South Africa,1510,263.20331
2009,Cape Town Marathon,South Africa,1058,252.44788
2010,Cape Town Marathon,South Africa,878,260.33112
2010,Cape Wrath Marathon,England,79,250.49704
2011,Cape Wrath Marathon,England,79,245.74725
2012,Cape Wrath Marathon,England,77,258.97705
2013,Cape Wrath Marathon,England,67,259.06693
2003,Capital City Marathon,US,1150,237.73311
2005,Capital City Marathon,US,485,252.27179
2001,Capital City Marathon,US,472,245.85791
2004,Capital City Marathon,US,468,247.74416
2006,Capital City Marathon,US,455,249.71773
2002,Capital City Marathon,US,408,248.09065
2010,Capital City Marathon,US,372,259.04047
2011,Capital City Marathon,US,355,260.24478
2009,Capital City Marathon,US,328,254.9496
2007,Capital City Marathon,US,324,253.58719
2008,Capital City Marathon,US,315,259.27328
2012,Capital City Marathon,US,299,256.54605
2013,Capital City Marathon,US,293,258.77145
2005,Cardiff Marathon,England,1334,246.87469
2006,Cardiff Marathon,England,1246,238.04771
2003,Carlsbad Marathon,US,1947,281.33398
2002,Carlsbad Marathon,US,1931,280.14301
2004,Carlsbad Marathon,US,1629,278.24994
2013,Carlsbad Marathon,US,1451,268.3342
2005,Carlsbad Marathon,US,1399,260.05756
2010,Carlsbad Marathon,US,1203,267.62027
2011,Carlsbad Marathon,US,1173,267.58856
2007,Carlsbad Marathon,US,1160,278.9523
2009,Carlsbad Marathon,US,1144,264.62988
2012,Carlsbad Marathon,US,1141,266.81769
2006,Carlsbad Marathon,US,1102,283.01001
2008,Carlsbad Marathon,US,925,274.66025
2013,Carmel Marathon,US,1578,253.58253
2011,Carmel Marathon,US,579,261.11533
2012,Carmel Marathon,US,567,251.39624
2002,Carrollton Charity Road Races,US,81,293.98416
2001,Carrollton Charity Road Races,US,66,279.22726
2011,Carrollton Fall Marathon,US,45,259.37112
2010,Carrollton Festival of Races,US,122,262.43469
2011,Carrollton Festival of Races,US,100,261.59482
2004,Carrollton Festival of Races,US,75,246.44312
2008,Carrollton Festival of Races,US,73,266.0217
2009,Carrollton Festival of Races,US,71,253.43333
2003,Carrollton Festival of Races,US,69,247.43405
2005,Carrollton Festival of Races,US,59,240.98955
2007,Carrollton Festival of Races,US,47,246.52908
2006,Carrollton Festival of Races,US,42,261.17102
2001,Casino Niagara Int'l Marathon,US,1045,250.97475
2012,Casper Wyoming Marathon,US,237,292.9794
2013,Casper Wyoming Marathon,US,184,291.56439
2003,Casper Wyoming Marathon,US,173,268.43372
2011,Casper Wyoming Marathon,US,168,279.69147
2008,Casper Wyoming Marathon,US,167,276.01846
2010,Casper Wyoming Marathon,US,153,282.1037
2007,Casper Wyoming Marathon,US,144,273.31619
2005,Casper Wyoming Marathon,US,140,280.21667
2004,Casper Wyoming Marathon,US,126,278.34418
2006,Casper Wyoming Marathon,US,105,274.58142
2009,Casper Wyoming Marathon,US,101,283.60873
2007,Catalina Marathon,US,797,309.80447
2001,Catalina Marathon,US,700,314.29791
2003,Catalina Marathon,US,676,325.89188
2002,Catalina Marathon,US,665,307.21671
2009,Catalina Marathon,US,649,312.14597
2004,Catalina Marathon,US,601,304.07401
2005,Catalina Marathon,US,575,311.13718
2010,Catalina Marathon,US,564,327.06705
2011,Catalina Marathon,US,561,329.29306
2006,Catalina Marathon,US,472,299.44043
2013,Catalina Marathon,US,412,337.7634
2012,Catalina Marathon,US,382,340.26825
2003,Catawba Valley Bank Marathon,US,102,245.19395
2004,Catawba Valley Bank Marathon,US,57,244.5269
2012,Cayman Islands Marathon,Cayman Islands,113,279.99704
2011,Cayman Islands Marathon,Cayman Islands,96,271.00885
2013,Cayman Islands Marathon,Cayman Islands,83,275.51788
2009,Cayman Islands Marathon,Cayman Islands,62,277.75833
2010,Cayman Islands Marathon,Cayman Islands,62,261.38467
2008,Cayman Islands Marathon,Cayman Islands,54,262.68549
2006,Cayman Islands Marathon,Cayman Islands,48,258.00659
2007,Cayman Islands Marathon,Cayman Islands,39,267.59702
2003,Cayman Islands Marathon,Cayman Islands,17,234.64117
2005,Cayman Islands Marathon,Cayman Islands,15,265.66888
2013,Center of the Nation Marathon - Montana,US,113,352.15045
2013,Center of the Nation Marathon - Nebraska,US,116,344.28448
2013,Center of the Nation Marathon - North Dakota,US,142,324.76056
2013,Center of the Nation Marathon - South Dakota,US,147,339.90646
2013,Center of the Nation Marathon - Wyoming,US,147,350.59967
